0,2024-07-27 19:17:28.177429,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:17:36.209801,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:17:40.554846,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:17:44.013499,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:17:51.959301,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:17:55.781872,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:18:08.965645,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:18:12.660160,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:18:23.987332,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
0,2024-07-27 19:18:36.460330,437.66,+4.37,"2,023,398 ",450.60 ,12.90 ,168.68,-0.48,"24,855,287 ",181.78 ,24.20 ,217.96,+0.47,"41,497,411 ",207.89 ,33.90 ,58.29,+1.07,"11,255,907 ",70.39 ,14.68 ,182.50,+2.65,"29,295,511 ",205.21 ,50.98 ,[],[],[],[],[],425.27,+6.87,"23,007,829 ",456.16 ,36.88 
